Player.Name,season,defence_def_rtg,predicted_defensive_score,offence,predicted_offensive_score,player_name
ajiri-johnson-1,2018-19,1919.62,1842.2711776884526,-21.51,-130.8241073467604,ajiri-johnson-1_2018-19
ako-adams-1,2018-19,736.9,1239.4485047807484,13.340000000000002,-46.36681396213419,ako-adams-1_2018-19
akok-akok-1,2021-22,2547.48,2185.031860726139,101.08,98.02280543187868,akok-akok-1_2021-22
akol-arop-1,2019-20,2881.0,2222.9704918747966,-198.66,3.1680708564377937,akol-arop-1_2019-20
akol-arop-1,2021-22,2806.75,2326.2325903995797,-104.72,-87.03699658263844,akol-arop-1_2021-22
akwasi-yeboah-1,2018-19,1807.14,1834.2664024678106,426.71,207.54539013315275,akwasi-yeboah-1_2018-19
alan-griffin-1,2018-19,1882.6,1839.3655531061322,497.42,161.48011905839007,alan-griffin-1_2018-19
alan-griffin-1,2019-20,2097.64,1961.0117611283204,523.44,417.94184758399695,alan-griffin-1_2019-20
alani-moore-1,2018-19,1032.2199999999998,997.8458121707849,204.88,39.540570112076864,alani-moore-1_2018-19
alanzo-frink-1,2018-19,1900.08,1815.879542790889,120.75,85.13248374263185,alanzo-frink-1_2018-19
alec-pfriem-1,2020-21,1627.5200000000002,1759.6556029582152,-114.4,82.77333824570258,alec-pfriem-1_2020-21
alec-woodard-1,2019-20,1465.5,1413.9410660449735,-120.42000000000002,-16.307035407975434,alec-woodard-1_2019-20
alec-woodard-1,2020-21,1744.48,1480.251572043479,-114.8,-131.32957550147478,alec-woodard-1_2020-21
alec-woodard-1,2021-22,1710.2499999999998,1620.0221318810472,33.55,-99.71260797920726,alec-woodard-1_2021-22
aleem-ford-1,2018-19,1675.7899999999995,1532.675717320979,355.11,133.02443210197993,aleem-ford-1_2018-19
aleem-ford-1,2019-20,1803.53,1767.0566651998242,333.03,372.5191438597667,aleem-ford-1_2019-20
alejandro-vasquez-1,2019-20,870.13,1269.3832551921369,-10.05,9.387342540347959,alejandro-vasquez-1_2019-20
aleksa-matic-1,2018-19,1799.7200000000005,1130.5786331276495,-1.5300000000000002,-102.28788916080487,aleksa-matic-1_2018-19
aleksa-matic-1,2019-20,1741.33,1582.2710259056967,44.0,-53.856385538663744,aleksa-matic-1_2019-20
aleksa-matic-1,2020-21,2008.2,1644.503282055609,-55.2,-15.543497952280973,aleksa-matic-1_2020-21
aleksandar-zecevic-1,2018-19,2331.02,2320.041336908641,-41.7,50.1656574160732,aleksandar-zecevic-1_2018-19
alem-huseinovic-1,2020-21,1030.3,1111.8796112862806,-73.5,-22.441240028201264,alem-huseinovic-1_2020-21
alem-huseinovic-1,2021-22,1060.25,1380.4164407454468,-66.06,-124.77080510141869,alem-huseinovic-1_2021-22
alessandro-lever-1,2018-19,1667.5,1748.915842794513,99.24,71.832790962822,alessandro-lever-1_2018-19
alessandro-lever-1,2019-20,1416.61,1881.35452062071,223.2,139.60803164202986,alessandro-lever-1_2019-20
alex-anderson-2,2021-22,1785.5000000000002,1590.3963356512213,-365.4,-135.5461973791174,alex-anderson-2_2021-22
alex-arians-1,2018-19,2033.12,1661.2190433586802,-44.52,85.27505079360708,alex-arians-1_2018-19
alex-arians-1,2019-20,1855.1600000000003,1830.2050827843932,31.8,15.784597114094481,alex-arians-1_2019-20
alex-arians-1,2020-21,1859.5,1651.5206854888038,40.62,84.70630446271309,alex-arians-1_2020-21
alex-arians-1,2021-22,1948.4200000000003,1666.8534719641702,-13.8,51.67116104291398,alex-arians-1_2021-22
alex-barcello-1,2018-19,1262.25,1226.2202054937848,358.08,35.90327258279598,alex-barcello-1_2018-19
alex-barcello-1,2019-20,1540.15,1279.6276074562534,788.04,309.19409766350725,alex-barcello-1_2019-20
alex-barcello-1,2020-21,1382.05,1471.4872330353423,623.7,642.373025551046,alex-barcello-1_2020-21
alex-caldwell-1,2018-19,1029.56,1241.3486684043346,-296.78,-24.87446039728667,alex-caldwell-1_2018-19
alex-caldwell-1,2019-20,819.2200000000001,1095.4944134894308,-80.16,-184.67354474885167,alex-caldwell-1_2019-20
alex-caldwell-1,2022-23,1844.84,1026.3524173203755,-89.68,-172.3751728817515,alex-caldwell-1_2022-23
alex-ducas-1,2019-20,2010.4000000000003,1600.55131794707,45.35999999999999,125.85528015783672,alex-ducas-1_2019-20
